"lon","lat","cond","cond2","mmi"
-86.8881569446,33.2234153863,"Poor",1,29.58
-86.7756235789,33.4249179982,"Poor",1,22.75
-87.0838133469,31.6766356078,"Poor",1,34.25
-86.3236283676,33.8727306375,"Good",3,49.65
-86.3618639019,32.9938691275,"Poor",1,24.4
-87.7379619301,34.0918046803,"Poor",1,25.68
-85.7596263615,33.7787396068,"Fair",2,39.48
-87.1454714299,33.3581166777,"Fair",2,35.5
-85.6111694073,34.7158619165,"Poor",1,27.72
-87.0420279967,34.950921774,"Poor",1,13.65
-85.5035713713,33.2601498251,"Good",3,47.65
-85.720314953,32.4859421767,"Good",3,80.53
-87.0817517199,31.0868632678,"Good",3,76.57
-87.7620873765,34.6950583546,"Fair",2,35.87
-86.3624686857,32.9323161068,"Poor",1,28.28
-87.5326477057,32.913830141,"Poor",1,22.4
-86.7518994289,33.4128126746,"Good",3,54.8
-85.6088131194,31.3438086142,"Good",3,69.98
-88.0521331098,31.6873965212,"Fair",2,46.08
-87.0100826315,32.1590456075,"Good",3,63.62
-86.7411054328,34.0037812827,"Fair",2,30.82
-84.9669874624,32.433288853,"Poor",1,32.78
-87.9034605265,31.1989281552,"Poor",1,40.6
-87.5283180524,32.1242205681,"Poor",1,22.25
-87.0622965175,34.9086292212,"Poor",1,3.7
-85.4938387699,33.6240050263,"Fair",2,43.68
-85.7660150744,31.8680651323,"Poor",1,37.4
-87.0298599907,33.1583489239,"Good",3,59.12
-88.0503670334,34.5073437534,"Good",3,69.08
-86.1307302106,33.7921442191,"Poor",1,3.83
-88.4009558661,31.3001468611,"Poor",1,20.48
-87.5037758242,33.2431203595,"Poor",1,18.35
-87.80278113,33.8511661975,"Fair",2,45.82
-85.3249710542,32.9854620224,"Poor",1,24.15
-87.1982608034,32.9703677702,"Good",3,55.37
-86.9063677566,32.1855382732,"Fair",2,52.37
-90.4500669033,36.1103863091,"Fair",2,48.4
-91.8122988423,35.0086808189,"Poor",1,11.67
-92.8358351813,36.244689812,"Good",3,54.05
-94.1886220724,34.5065574531,"Fair",2,35.38
-91.2701895746,36.2182961347,"Good",3,64.78
-93.6035093693,34.9860929455,"Good",3,68.12
-92.3803390179,34.4272449709,"Poor",1,29.28
-93.4905116679,33.8813210605,"Poor",1,33.9
-89.8793286303,35.6259809245,"Poor",1,31.63
-91.1054194689,34.3527039424,"Poor",1,15.12
-92.2074763101,33.6451774034,"Poor",1,15.03
-90.6458847917,34.6950009294,"Poor",1,20.18
-93.7440894876,35.6781747934,"Good",3,61.87
-92.0226124733,33.556304426,"Poor",1,31.48
-93.360684914,34.9288777438,"Poor",1,0
-93.4422595552,34.0648809096,"Good",3,57.12
-90.7700306555,34.801419802,"Poor",1,17.92
-93.8600077373,33.6170337305,"Fair",2,44.87
-91.9077675237,36.2384951311,"Poor",1,29.82
-90.44201227,35.5326437088,"Poor",1,22.12
-91.3223004824,35.3466555956,"Poor",1,6.25
-91.1668175575,34.4341925301,"Poor",1,20.33
-92.8675944845,34.3551722217,"Poor",1,40.25
-92.395854891,35.3156506097,"Good",3,64.57
-94.1445391545,35.4276630188,"Poor",1,15.8
-93.1659806993,35.7686294133,"Poor",1,28.42
-94.3841128624,33.564254781,"Poor",1,35.72
-91.0878052749,36.1044868577,"Poor",1,37.77
-92.5906944465,36.3595761801,"Poor",1,0
-90.744208672,34.7740229751,"Poor",1,28.57
-91.4438666962,35.0588228085,"Poor",1,35.55
-93.422735301,35.094898206,"Poor",1,15.37
-93.8287447806,33.0455374746,"Fair",2,43.45
-90.7257149253,36.2844285073,"Poor",1,37.68
-92.1111697221,36.0632669996,"Poor",1,5.68
-94.3381947174,35.403915827,"Poor",1,10.1
-90.9879448279,34.0173346669,"Fair",2,46.72
-91.9669907603,36.1148864859,"Poor",1,30.38
-91.6168691441,35.5127034574,"Poor",1,13.25
-92.6790087607,33.2691479949,"Poor",1,0
-93.1463487696,36.4286116622,"Fair",2,42.45
-90.4575967147,34.7342162376,"Poor",1,14.68
-93.5261696218,35.6854853478,"Fair",2,43.47
-93.5081361891,33.8730461342,"Fair",2,41.93
-91.1547405856,33.713979063,"Poor",1,22.8
-92.5305145643,33.2092421999,"Fair",2,52.75
-92.6360474308,33.8992529079,"Poor",1,33.28
-92.8827383095,35.7149539772,"Good",3,65.7
-92.1992513899,35.2759561279,"Poor",1,11.45
-93.7973910191,34.7013002924,"Poor",1,26.4
-92.6639625057,34.6759509968,"Fair",2,32.38
-94.0032957176,33.2440058356,"Poor",1,29.52
-90.2342609182,35.2758404106,"Poor",1,19.88
-94.1883048577,35.069771259,"Poor",1,17.83
-91.3863698128,35.8850423796,"Poor",1,16.98
-91.3069501814,33.5924362499,"Poor",1,32.87
-93.202826833,34.3770681697,"Fair",2,33.25
-90.6133969853,36.3850292083,"Poor",1,3.75
-93.4237535741,34.066580582,"Fair",2,34.28
-92.9531519964,34.9220272174,"Poor",1,10.32
-93.7566946073,34.3115729214,"Fair",2,36.35
-91.6435015777,34.0993565158,"Poor",1,19.57
-92.370618058,36.397926563,"Poor",1,26.98
-90.6668177884,36.0793967582,"Poor",1,30.27
-94.1120330601,36.4278171699,"Poor",1,6.75
-92.1146143835,35.4469753571,"Poor",1,0
-94.1061137784,34.9995564561,"Poor",1,11.25
-94.2174430111,34.2565777527,"Poor",1,12.17
-91.1684852408,33.3205345224,"Poor",1,35.75
-94.0915490406,35.389509457,"Poor",1,3.68
-93.0944200311,35.2610228543,"Poor",1,11.43
-90.272600378,34.9611709796,"Poor",1,23.13
-93.4637046045,35.356313535,"Poor",1,14.55
-94.301551654,35.410040226,"Poor",1,5.75
-92.5207959288,33.1663556672,"Poor",1,24.37
-91.5470049295,35.8355468626,"Poor",1,16.67
-111.036743715,34.1925999441,"Fair",2,38.13
-113.218831098,34.3525910727,"Fair",2,45.48
-109.356450686,33.9124499093,"Poor",1,26.93
-109.434030838,33.7599413843,"Poor",1,34.35
-112.083704062,36.1178128015,"Fair",2,55.25
-109.198132125,32.8710070307,"Poor",1,21.6
-111.870611311,36.0876646106,"Poor",1,20.2
-111.864092584,36.4334622313,"Poor",1,23.13
-111.160629541,32.4088212237,"Poor",1,2.67
-109.494702955,33.2939508506,"Good",3,69.4
-110.074570891,34.5731015775,"Fair",2,46.73
-111.840670735,34.5313518445,"Good",3,51.82
-113.25407424,36.0891935102,"Poor",1,19.08
-112.067097185,34.2397540506,"Poor",1,10.63
-112.494615034,36.3010087757,"Poor",1,28.58
-112.324784095,34.8868360854,"Poor",1,19.38
-113.953447159,36.8608760044,"Poor",1,26.53
-111.828958674,36.1151486052,"Poor",1,8.33
-114.605302179,33.4763421243,"Poor",1,29.45
-111.997660327,36.0559301169,"Poor",1,9.52
-114.672328948,33.251303555,"Poor",1,28.08
-109.299405017,33.1054438322,"Good",3,81.05
-111.862892311,36.3193568888,"Poor",1,14.15
-110.91103343,33.6177200045,"Good",3,80.3
-114.320407604,32.7113681812,"Poor",1,6.35
-111.616944109,36.8469470909,"Poor",1,6.17
-113.31689753,36.0984444582,"Poor",1,13.02
-111.305821741,33.8736257024,"Good",3,63.53
-109.097495611,32.7196708495,"Poor",1,24.9
-112.556161015,36.4003065256,"Poor",1,21.9
-109.794078579,32.8933243305,"Fair",2,56.03
-109.299703385,33.0209818145,"Good",3,74.18
-109.462485505,33.0880874711,"Fair",2,47.85
-109.084092356,33.6758800112,"Fair",2,46.33
-111.046043279,31.5623542877,"Poor",1,5.88
-110.012123092,34.375984075,"Poor",1,13.03
-116.549748787,33.760551103,"Good",3,63.9
-122.788200563,38.5040808144,"Poor",1,33.68
-121.447195352,38.675423055,"Poor",1,29.45
-122.637233018,39.4420018861,"Good",3,84.72
-119.92925401,38.7320763382,"Fair",2,45.08
-120.054009058,34.7476835215,"Good",3,73.9
-123.374075492,40.6271139737,"Good",3,54.02
-119.536861407,37.6817086617,"Good",3,55.47
-122.764263958,42.0028565177,"Good",3,79.62
-119.343923189,38.3108173419,"Good",3,70.72
-119.249705372,34.5573287642,"Fair",2,43.77
-124.085849488,41.0903570235,"Good",3,71.47
-116.588742169,32.8996194696,"Poor",1,26.58
-121.674898365,37.3287798141,"Good",3,71.95
-119.231414645,36.9637051376,"Fair",2,46.5
-123.527959745,41.3185285221,"Poor",1,22.9
-119.019880775,34.356713227,"Fair",2,44.75
-123.011192386,38.8162717099,"Fair",2,52.6
-121.635207053,38.8083623761,"Poor",1,36.35
-122.930016275,40.802472332,"Good",3,58.8
-118.557053718,34.4249399595,"Poor",1,24.87
-123.526732128,41.539260575,"Poor",1,34.67
-120.604585892,41.489630549,"Poor",1,12
-120.964449707,39.466737201,"Good",3,67.82
-121.997419677,40.2190040809,"Good",3,57.03
-123.935564839,41.4563960639,"Poor",1,25.83
-121.268225481,40.0019052264,"Fair",2,42.13
-121.128761265,37.596376061,"Poor",1,18.2
-123.771013004,40.3184389532,"Poor",1,30.92
-121.35774516,38.5723422143,"Good",3,59.28
-122.899734757,41.843310693,"Good",3,53.1
-121.046559724,39.9052137555,"Good",3,60.9
-119.331650795,38.2711292561,"Good",3,76.47
-124.11739266,40.7240029407,"Poor",1,34.17
-123.050514588,41.3183572402,"Good",3,62.05
-122.661632178,41.9544406917,"Good",3,69.93
-120.99716065,39.5986288489,"Good",3,58.2
-118.754791251,37.5638806372,"Good",3,71.78
-122.534447211,38.0690664948,"Poor",1,35.57
-124.088450161,41.6484625314,"Good",3,68.82
-121.562501784,40.0770442444,"Good",3,77.63
-122.90606754,38.8302773091,"Good",3,58.53
-123.793817041,40.1065095357,"Good",3,51.1
-120.96950119,39.2998873995,"Good",3,75.82
-108.593279056,37.3658835385,"Fair",2,51.63
-108.674724606,39.7308760879,"Good",3,72.33
-105.168442087,39.9519955654,"Fair",2,25.03
-107.711018473,39.6430304028,"Fair",2,47.25
-103.683483569,38.8867332068,"Poor",1,19.97
-104.972838848,39.3442800021,"Good",3,48.63
-104.958048823,39.241380898,"Poor",1,21.67
-103.37749334,37.7972004902,"Good",3,48.53
-105.056538326,39.89246561,"Poor",1,19.97
-105.200542134,40.1917151793,"Good",3,75.1
-107.019606938,40.9714671199,"Good",3,51.8
-104.867214874,39.3889597441,"Good",3,42.83
-102.336377714,38.0650592532,"Poor",1,9.98
-108.777957421,39.988123832,"Poor",1,36.68
-107.518958178,38.5532085573,"Poor",1,33.98
-108.398139022,38.8653133265,"Poor",1,39.72
-106.452434438,39.3693644798,"Poor",1,33.67
-103.605970126,37.6046199223,"Poor",1,17.27
-106.838169408,37.7140686817,"Good",3,69.57
-105.118426669,40.1597030658,"Good",3,70.58
-102.34141529,40.9413152221,"Fair",2,33.33
-105.731046422,37.1760795085,"Good",3,67.63
-108.908220977,40.4779687404,"Good",3,61.05
-106.006397878,39.0765975367,"Good",3,60.15
-107.067151472,39.6551277853,"Fair",2,44.98
-104.882144599,39.9122593328,"Fair",2,21.57
-105.766398155,37.3591003087,"Poor",1,40.18
-107.678268539,39.9509454004,"Fair",2,45.97
-108.454430566,40.4536582118,"Poor",1,33.33
-105.169615074,39.4035390118,"Fair",2,48.45
-107.400013269,38.9328621452,"Poor",1,35.18
-105.413722942,40.6776347598,"Fair",2,44.28
-103.368750165,37.817352403,"Good",3,37.97
-106.549760425,39.9576386959,"Poor",1,18.78
-108.284702613,40.5219061149,"Good",3,60.43
-103.908507912,37.3416181438,"Good",3,50.55
-105.982903972,37.0613509608,"Good",3,62.93
-102.113653938,39.6386557267,"Poor",1,18.88
-108.235253454,37.7226241456,"Good",3,68.58
-108.653763418,39.8055112561,"Poor",1,22.52
-105.131743394,39.5492308675,"Poor",1,7.3
-106.489527118,38.1857734171,"Poor",1,16.72
-106.464926878,38.6045541837,"Good",3,65.32
-105.380150937,40.898383154,"Good",3,67.12
-104.83863084,37.5870021242,"Good",3,56.9
-105.08476002,38.0673659614,"Poor",1,28.57
-102.561443278,37.4158069346,"Poor",1,16.67
-106.488224732,40.356195135,"Poor",1,16.62
-106.003232574,39.8105013403,"Good",3,56.4
-105.978008522,40.6235224694,"Poor",1,19.97
-72.3031245654,41.9508965405,"Good",3,65.27
-72.6621015585,41.8912292352,"Poor",1,35.62
-71.8958806127,41.7827042572,"Good",3,78.43
-72.5512578697,41.5405881006,"Poor",1,13.82
-72.7488350249,41.6341472498,"Poor",1,23.4
-72.6180267963,41.7102284019,"Poor",1,10.53
-73.4777940499,41.6414045298,"Good",3,65.57
-72.6319958981,41.8444769151,"Poor",1,6.35
-72.0886626132,41.6237434887,"Good",3,71.83
-72.9637326094,41.8709189016,"Good",3,77.05
-73.4153538587,41.574928625,"Poor",1,17.85
-72.6085819743,41.952095489,"Good",3,70.52
-71.9535992285,41.6757164251,"Good",3,57.55
-72.5187906367,41.4949838754,"Poor",1,6.15
-71.8012816091,41.4154814631,"Fair",2,52.3
-72.6487582987,41.7261643851,"Poor",1,5.55
-73.4970175149,41.8804636787,"Good",3,64.23
-72.6470152378,41.8623313695,"Poor",1,32.03
-75.6754941624,39.3588435042,"Fair",2,53.9
-75.5231013033,38.5426015075,"Poor",1,34.62
-75.6333858874,39.7001270921,"Poor",1,12.3
-75.6462773133,38.8296923563,"Poor",1,27.1
-75.577093457,39.8342987397,"Poor",1,6.93
-75.6309216388,38.6181661427,"Poor",1,12.85
-75.2427747345,38.4611033732,"Poor",1,8.95
-75.748526917,39.2076440158,"Good",3,56.4
-75.5980035762,39.7302914977,"Poor",1,28.82
-75.5603085849,38.6681395635,"Fair",2,44.77
-75.4304031114,38.8224136121,"Poor",1,11.77
-75.6940400601,39.7027900605,"Fair",2,36.57
-75.4654051682,39.8061351087,"Poor",1,29.38
-75.6154183596,39.2004845943,"Poor",1,25.95
-75.4560735573,38.7588391528,"Poor",1,37.9
-75.4493820537,38.6104740617,"Poor",1,28.4
-75.6475890048,38.9019264306,"Poor",1,31.33
-75.5306678745,38.8599588865,"Poor",1,21.53
-75.7153891412,39.0833804171,"Poor",1,37.78
-75.4579450372,38.7962946346,"Poor",1,13.27
-75.6545807808,39.3025934977,"Fair",2,42.87
-87.297792873,30.5188462374,"Poor",1,18.18
-81.1311661016,27.4150190629,"Poor",1,15.05
-82.7064763144,30.4958418753,"Fair",2,52.8
-82.937979076,29.7043320794,"Poor",1,15.35
-86.4666705179,30.8454711536,"Poor",1,38.62
-82.2607327288,28.8881722758,"Poor",1,29.7
-87.2664995381,30.6701509992,"Poor",1,33.25
-85.825749468,30.7271833772,"Good",3,60
-85.2938406724,30.2949162873,"Poor",1,10.63
-83.6081853797,30.1884067706,"Poor",1,14.58
-81.3841609702,27.0589588089,"Poor",1,37.03
-85.8501874661,30.9349433879,"Poor",1,40.03
-83.1188381121,30.1048764085,"Fair",2,43.02
-85.8937980774,30.585512622,"Poor",1,38.23
-82.1401049492,28.413902789,"Poor",1,19.9
-87.2758181251,30.9289895919,"Fair",2,46.08
-85.6942483784,30.6410200949,"Poor",1,12.75
-81.308974711,29.7776235494,"Poor",1,37.87
-85.2541542349,30.7528533424,"Poor",1,15.93
-81.7917888633,27.6426778905,"Poor",1,26.48
-81.9653649525,29.5773330733,"Poor",1,25.93
-82.1787076676,28.19151421,"Poor",1,0
-87.2297728639,30.9486886274,"Poor",1,16.67
-82.2433572366,29.9763269389,"Poor",1,0
-86.9935891649,30.9698187485,"Poor",1,16.67
-84.6860863227,34.2460523848,"Fair",2,33.55
-83.5461712109,33.1496970003,"Poor",1,13.32
-84.0911190365,34.5267476835,"Fair",2,35.43
-84.0575205451,32.3096680632,"Good",3,70.02
-81.8250870979,33.0539237847,"Poor",1,35.97
-83.0166470869,30.8159146026,"Fair",2,47.12
-83.3811161392,32.1430426657,"Good",3,59.82
-84.5363484713,34.0695465597,"Poor",1,20.38
-83.2954604911,32.0082543033,"Good",3,64.72
-85.0789075565,31.1589878521,"Fair",2,50.1
-84.1254038837,30.8177999104,"Poor",1,36.07
-85.0504640841,33.9267327398,"Poor",1,0
-83.611362505,32.6937623777,"Good",3,68.92
-81.6101897857,32.5138409984,"Good",3,59.87
-83.8237956665,33.1734555597,"Poor",1,21.55
-82.1841358102,32.158515482,"Fair",2,41.95
-84.5584695568,30.9619999625,"Poor",1,32.4
-82.9229217187,32.8011599561,"Fair",2,48.15
-84.1730664984,33.3135750564,"Poor",1,15.1
-82.366244895,31.6784261946,"Poor",1,24.28
-84.4705137463,34.3031474266,"Good",3,68.43
-83.6476367533,34.488738879,"Good",3,56.33
-82.9052755667,34.4289776831,"Poor",1,27.03
-85.0870552863,34.3667916724,"Fair",2,42.22
-81.551455174,32.1608193188,"Poor",1,32.57
-84.3122004164,33.9114143196,"Fair",2,33.33
-84.8733203506,32.9783931681,"Poor",1,19
-83.6611441889,34.7038978318,"Good",3,46.73
-85.0802753613,34.9085683344,"Fair",2,31.07
-85.2696654263,34.1951298441,"Poor",1,10.02
-82.9321508197,34.246323212,"Poor",1,6.6
-84.6687131277,34.494386259,"Poor",1,11.93
-91.6729362517,42.9797870522,"Poor",1,21.35
-95.9195374993,42.0693397279,"Fair",2,31.77
-95.2048454735,40.828804587,"Poor",1,9.85
-95.0784810549,42.9935656994,"Fair",2,34.15
-91.5461855103,41.5511806123,"Good",3,51.67
-91.9231105079,42.7025234048,"Fair",2,36.62
-92.3558993039,42.7679300357,"Fair",2,37.98
-92.194340107,42.3151560743,"Fair",2,28.78
-95.3121770316,40.6734665215,"Poor",1,15.43
-91.6084252562,43.1385229433,"Poor",1,19.62
-92.7423882126,42.2185151267,"Poor",1,9.2
-94.986086412,42.410568281,"Fair",2,35.55
-94.9103040437,40.8713375902,"Good",3,51.9
-90.9402897666,42.5608047619,"Fair",2,31.83
-96.601567642,42.791853093,"Good",3,43.53
-91.6652808329,41.0044554616,"Fair",2,31.48
-90.3323062477,42.2020003808,"Fair",2,26.15
-95.5977040048,40.8737329061,"Poor",1,10.8
-94.8671593149,43.4510629888,"Good",3,57.25
-94.8979401674,41.3795937801,"Poor",1,5.08
-94.0261349012,41.850460391,"Good",3,43.7
-92.3247408601,42.2473075351,"Fair",2,39.17
-95.8734801623,42.4043895422,"Fair",2,27.28
-91.1764526157,43.1097548122,"Fair",2,27.07
-96.2130322359,43.2684419627,"Good",3,74.5
-93.868429163,43.359149649,"Poor",1,20.58
-91.0480926215,40.8746955294,"Fair",2,36.9
-90.3564969939,42.1306791387,"Good",3,61.58
-95.1930939995,42.9028115327,"Fair",2,38.23
-91.3922330679,42.1941947203,"Poor",1,1.05
-91.5305416116,42.8045582709,"Good",3,47.03
-94.3974392065,41.5875569959,"Poor",1,21.2
-92.9018200775,41.4855492061,"Good",3,43.07
-91.7906853751,43.0469676822,"Fair",2,35.4
-95.9093053321,41.4675954686,"Poor",1,16.98
-93.864506615,41.2182304469,"Fair",2,28.92
-92.5282867021,41.3175405512,"Good",3,67.75
-94.0575270578,42.9135110046,"Poor",1,2.08
-91.9359530037,40.7358450297,"Good",3,49.2
-91.2899482063,42.6175215567,"Fair",2,28.13
-93.968330108,40.6879017329,"Good",3,52.78
-91.079039248,42.0026171863,"Good",3,53.48
-92.1901232488,43.4976168792,"Good",3,47.88
-95.2244028303,41.3785295301,"Poor",1,17.83
-91.6708476415,41.6074237405,"Fair",2,39.23
-96.0196615204,42.4458441557,"Poor",1,18.53
-116.03904424,46.8603150334,"Good",3,71.73
-116.094757484,45.0792057492,"Fair",2,44.32
-112.32707796,42.9097950627,"Poor",1,33.47
-115.219723816,42.007296619,"Good",3,77.47
-114.446166508,45.0232484912,"Good",3,57.27
-114.420331204,42.047463799,"Fair",2,53.08
-115.949949327,45.3314834845,"Good",3,66.27
-113.629209903,42.5756574965,"Poor",1,11.92
-115.959948242,46.1348843786,"Good",3,84.28
-115.490774994,42.5253150006,"Good",3,65.1
-114.289905586,45.3694840586,"Good",3,50.47
-116.915278128,47.6964476517,"Poor",1,0
-116.18915431,43.9634706658,"Fair",2,44.18
-114.785159931,44.8391516392,"Good",3,54.33
-115.547507113,46.6652296479,"Fair",2,38.58
-114.221962908,42.1790400911,"Fair",2,53.77
-115.533286176,45.3852755503,"Fair",2,49.02
-116.046078768,44.396068963,"Poor",1,18.57
-114.662705434,42.661485888,"Poor",1,12.82
-113.800819571,45.1332289096,"Poor",1,35.05
-111.912569495,42.4612110371,"Good",3,57.58
-115.573339331,43.6029256067,"Good",3,63.42
-114.234976244,44.4242713934,"Good",3,68.58
-116.247145208,45.411893962,"Good",3,54.93
-116.074366905,42.7527137964,"Good",3,63.32
-115.576384478,45.161911613,"Good",3,55.33
-114.844275777,42.7385011017,"Poor",1,29.58
-114.160445108,45.396501673,"Good",3,55
-113.816676759,44.8440373207,"Fair",2,38.78
-114.115563517,43.3127280716,"Poor",1,37.33
-115.54673758,44.2098648145,"Good",3,54.25
-116.749867069,48.795704044,"Good",3,64.85
-115.844542512,45.843544217,"Fair",2,48.53
-114.57307814,45.0238510408,"Good",3,74.13
-89.3978039592,38.8531967741,"Poor",1,21.92
-90.5253385406,39.67544736,"Poor",1,22.3
-89.9376182006,40.5785505327,"Fair",2,38.7
-91.3189049392,40.3746436337,"Fair",2,34.65
-89.1878625265,37.5254810423,"Poor",1,14.58
-88.6676190465,39.7385225717,"Good",3,53.2
-87.6681463481,41.0238956692,"Poor",1,4.45
-90.5929194362,39.2086465811,"Fair",2,26.22
-89.1314048469,39.4104594401,"Poor",1,22.58
-89.8484766316,41.48585196,"Good",3,62.1
-89.2634222354,37.0001080998,"Poor",1,38.12
-91.3670358544,40.4766888284,"Fair",2,31.95
-90.1389070068,40.7850588437,"Good",3,74.55
-87.9141834644,41.1519623501,"Good",3,75.15
-89.4336029231,39.548325149,"Fair",2,39.83
-89.0205572113,39.2162188854,"Good",3,44.4
-89.4821498961,41.9000168834,"Good",3,58.65
-88.0527210689,39.3478117754,"Poor",1,20.32
-89.1918279695,37.8524196473,"Good",3,43.85
-90.6592776051,39.0537523656,"Poor",1,8.75
-88.1889093681,42.2164522483,"Fair",2,27.12
-89.3357447219,37.8502715849,"Good",3,44.17
-90.3072699311,40.0632176619,"Good",3,57.6
-89.3542425324,38.5167375533,"Good",3,41.23
-90.3061573838,41.5164736453,"Good",3,62.43
-89.4074564389,40.372597415,"Poor",1,14.15
-90.4170624202,42.3105096368,"Fair",2,29.85
-89.6755051109,40.1537716174,"Good",3,51.52
-89.2656052843,42.4948839539,"Good",3,46.22
-88.370062935,37.7967347103,"Poor",1,9.1
-90.8737016857,39.5901279492,"Fair",2,29.12
-88.6775416979,38.0088037966,"Poor",1,0.95
-87.9926534193,41.7284417666,"Poor",1,13.63
-90.8896625585,39.8355316523,"Poor",1,4.87
-86.4440955505,40.443006293,"Good",3,46.7
-86.0084240955,39.4148876875,"Good",3,56.92
-84.8443065069,40.0758070927,"Fair",2,33.4
-85.8010699257,41.0937836465,"Poor",1,19.8
-84.9883869909,40.7609277697,"Poor",1,9.13
-87.121651248,39.4339365748,"Poor",1,9.6
-86.5232591116,38.8349124496,"Fair",2,34.18
-85.917401075,41.6946525003,"Good",3,43.05
-85.6081796152,40.8674648135,"Good",3,67.47
-85.3494047558,39.18727431,"Poor",1,6.87
-86.0758565009,41.6752658302,"Good",3,37.78
-87.3004482535,40.3173902065,"Good",3,60.68
