"lon","lat","cond","cond2","mmi"
-71.4710211184,41.7195959825,"Poor",1,21.45
-71.4697525478,41.9716682187,"Fair",2,44.57
-71.8255981091,41.415022101,"Poor",1,29.13
-71.7868346511,41.8480446411,"Poor",1,14.3
-71.4401426564,41.7582853755,"Poor",1,13.72
-71.7122843833,41.5065386947,"Fair",2,51.4
-71.4691417358,41.8326704985,"Poor",1,22.08
-83.2369762454,34.7426237685,"Poor",1,10.72
-78.7847411815,33.8839072093,"Poor",1,5.3
-79.4402991962,33.9090947095,"Good",3,55.32
-80.6503139895,34.126220836,"Good",3,58.45
-81.777452016,34.5704837016,"Poor",1,21.13
-80.0680310973,33.8236246061,"Poor",1,25.95
-79.7231244513,34.0305123296,"Poor",1,14.73
-80.9231902078,34.9506326785,"Poor",1,16.48
-79.2367009754,33.7731421646,"Fair",2,43.65
-83.0115114896,34.7691974864,"Fair",2,38.83
-80.6245468067,33.8932798008,"Fair",2,54.57
-82.4539717444,34.6429931357,"Poor",1,19.82
-79.0867859944,33.561708535,"Poor",1,12.72
-82.1624283754,33.61109176,"Poor",1,14.83
-81.3121678721,33.4784446668,"Good",3,70.8
-80.1098664636,33.499510132,"Poor",1,11.43
-79.7319276954,34.242657596,"Good",3,65.25
-81.1395133268,34.1396343166,"Poor",1,15.2
-81.7738521029,34.1666483173,"Fair",2,33.8
-80.0737896053,33.7676334325,"Poor",1,26.9
-79.7324218225,34.4765514817,"Poor",1,30.4
-80.8152679622,34.8265298137,"Poor",1,13.93
-79.1721730287,33.4476948568,"Poor",1,14.1
-78.8569518363,33.9000173342,"Fair",2,43.22
-98.058855519,45.4052273455,"Poor",1,21.85
-102.163926409,43.6967827979,"Poor",1,16.38
-98.8778643301,43.4134959578,"Fair",2,47.03
-102.350129558,45.4256241373,"Poor",1,31.45
-101.797595658,43.5278691122,"Good",3,72.05
-101.276994426,45.7710672033,"Poor",1,19.57
-103.970096981,44.7256447288,"Fair",2,49.82
-102.817461922,43.2870232985,"Poor",1,10.42
-102.597229137,45.1536162215,"Poor",1,38.2
-103.344720624,45.3370120074,"Fair",2,46.55
-101.839466723,45.6873233609,"Good",3,73.75
-103.220059762,44.4740759083,"Good",3,79.05
-100.950976859,44.1126957233,"Fair",2,46.48
-102.389603069,43.3820893754,"Poor",1,7.15
-99.4518512307,43.8217532593,"Poor",1,16.73
-103.793727277,44.2850444251,"Poor",1,15.1
-101.084782318,45.5098105316,"Poor",1,22.8
-100.850830022,45.6563551476,"Fair",2,44.75
-103.062240801,43.7858188217,"Fair",2,43.43
-97.0044162395,42.9985914316,"Fair",2,37.97
-101.984377565,45.7284997191,"Good",3,80.48
-98.6376586319,45.0014374414,"Poor",1,18.03
-101.451115071,44.0438615416,"Poor",1,27.07
-102.544045328,44.8031983779,"Poor",1,10.78
-103.991804168,43.4224424288,"Poor",1,34.5
-101.448963652,44.5910284135,"Fair",2,50.63
-103.693884949,44.817149795,"Poor",1,21.08
-99.1871577565,43.2411152454,"Poor",1,25.03
-100.897139894,43.8100869255,"Poor",1,14.17
-100.683127486,45.7641107651,"Poor",1,38.85
-103.228696184,44.1564302226,"Fair",2,49.82
-97.2801582122,42.8542015822,"Fair",2,38.22
-102.378160473,45.6207248384,"Fair",2,46.38
-102.996967401,43.6071458998,"Good",3,62.65
-96.7089065527,45.3523150143,"Good",3,53.87
-100.4410128,43.7302092834,"Fair",2,43.95
-102.805083865,44.3950861926,"Poor",1,25.6
-101.838538491,43.6422252752,"Fair",2,44.25
-104.011886656,45.5168255047,"Good",3,70.73
-99.1581281844,44.0458761247,"Poor",1,24.5
-102.48142252,43.4872999778,"Poor",1,40.68
-102.896121679,45.1077747551,"Poor",1,25.43
-99.8194874647,43.9160119587,"Fair",2,53.28
-98.8003980314,43.0701326349,"Poor",1,32.43
-101.719605723,43.1266456317,"Good",3,83.12
-101.548717562,45.5632275464,"Poor",1,35.92
-103.002608313,45.9413283107,"Poor",1,26.15
-100.371266704,44.3447831688,"Poor",1,23.93
-103.714570379,43.2529781174,"Good",3,57.93
-102.649033645,43.8947160703,"Poor",1,41.2
-96.4849748341,43.9054925363,"Good",3,57.68
-102.799070887,43.7852357472,"Poor",1,40.47
-102.35032823,45.7951522368,"Fair",2,50.73
-103.429044382,45.9093276521,"Poor",1,23.83
-103.181031719,43.4558386694,"Good",3,81.37
-101.726019979,44.0158490733,"Poor",1,40.77
-96.9875864419,44.0555471905,"Poor",1,22.07
-103.912833263,43.3738427684,"Poor",1,35.78
-103.770104737,44.043015433,"Poor",1,24.42
-103.177334965,44.3745871384,"Poor",1,23.55
-99.5095239849,43.6791745625,"Fair",2,48.7
-84.2558524309,36.3756298567,"Good",3,47.92
-83.766274285,36.5425890715,"Poor",1,14.68
-82.4214157939,36.4587252837,"Poor",1,10.1
-87.6749115172,36.3196715468,"Good",3,57.92
-81.9567296331,36.5233274451,"Fair",2,41.75
-84.276558685,35.3969637753,"Good",3,59.32
-89.0989677362,36.1874320594,"Poor",1,25.4
-85.5050406732,36.6063734509,"Poor",1,11.87
-83.5506594668,35.951449473,"Poor",1,11.87
-85.3609046952,35.1040098975,"Poor",1,8.37
-87.2633329477,35.6724140168,"Fair",2,38.25
-84.891543194,35.6784726906,"Poor",1,23.45
-83.181622588,36.1250757507,"Fair",2,43.67
-88.9237252582,35.2105587324,"Poor",1,24.6
-89.6403505509,36.2461292622,"Poor",1,37.67
-86.6729338,36.1996932927,"Poor",1,0.92
-83.4846389933,35.8290992448,"Poor",1,6.88
-86.9613607579,35.0689841133,"Good",3,46.25
-87.843126789,35.9015954715,"Good",3,50.17
-83.795804971,35.9522135533,"Good",3,48.02
-88.6377322112,35.5001167802,"Fair",2,42.8
-87.4986406485,35.761481867,"Good",3,50.88
-86.9524304818,35.5491608477,"Poor",1,11.38
-82.9719885566,36.2226675679,"Good",3,45.12
-89.0288435594,35.3510357339,"Poor",1,33.68
-89.3817693449,36.1848578359,"Fair",2,44.67
-83.6187940505,36.4937731341,"Good",3,46.87
-89.7703676939,35.1042226084,"Good",3,60.9
-84.3107412615,35.7537237284,"Poor",1,4.97
-86.3486871656,35.1441934463,"Fair",2,34.93
-89.2105806755,35.1210235652,"Poor",1,27.62
-89.6802395841,36.0729666581,"Poor",1,31.35
-84.0482998258,36.4033142845,"Fair",2,35.27
-88.7878041433,36.4249876394,"Fair",2,43.32
-89.4374083545,36.4728993229,"Good",3,57.93
-90.0727787823,35.2196727413,"Poor",1,16.67
-89.9377252862,35.6762751923,"Poor",1,21.97
-89.7631153717,35.7838142194,"Fair",2,45.7
-90.0654728978,35.1475037879,"Poor",1,28.8
-90.2365647321,35.0216350516,"Poor",1,28.75
-95.2020967613,30.6854532541,"Poor",1,39.72
-96.9194024951,33.0255009377,"Fair",2,27.68
-98.8956005256,30.2871875639,"Good",3,65.37
-97.9706169261,32.2804362882,"Good",3,46.47
-97.5698797003,28.3660162161,"Poor",1,38.23
-94.587121386,31.9565571328,"Poor",1,16.8
-94.364801338,29.8877974945,"Poor",1,36.12
-98.0698992738,30.5975646986,"Good",3,47.02
-94.4684375713,33.0683828102,"Poor",1,8.75
-101.322332023,35.7675097955,"Poor",1,14.98
-95.830937469,30.959410655,"Poor",1,27.12
-98.1271693017,31.5906526404,"Good",3,67.87
-99.4419941383,33.1087525284,"Good",3,67.25
-97.4166363541,31.5415141488,"Good",3,49.72
-94.2930339986,30.6181511182,"Fair",2,52.12
-97.7964060571,26.0450175556,"Poor",1,20.58
-101.731819109,29.7715127339,"Fair",2,52.53
-95.4917812272,29.910465698,"Poor",1,29.43
-97.2530584234,33.0556581771,"Good",3,40.2
-97.4399603168,25.848932975,"Poor",1,33.28
-97.6210127829,30.8736561609,"Good",3,35.65
-97.2939827092,33.7584105683,"Fair",2,34.63
-100.824387828,35.9724079949,"Poor",1,2.85
-97.3837531532,29.1572091291,"Fair",2,28.88
-94.9979138737,30.579729765,"Poor",1,22.33
-98.5471929463,26.2351988619,"Good",3,41.12
-98.0581538526,28.3021055871,"Fair",2,31.42
-98.4516845157,29.2389273732,"Good",3,73.68
-103.779289127,31.770344781,"Poor",1,10.35
-96.5877451623,31.5346594475,"Poor",1,18.62
-100.649365809,28.9504206203,"Good",3,54.4
-100.627349567,34.5629496233,"Fair",2,25
-95.433359846,31.9345342314,"Good",3,65.15
-100.140481419,31.7624754881,"Fair",2,27.47
-93.572543426,30.8816851693,"Fair",2,45.83
-99.8158414475,28.7257706093,"Fair",2,27.7
-97.0917420799,31.550414991,"Good",3,46.23
-94.0590169405,33.2942396897,"Poor",1,38.18
-105.663617469,31.1211642149,"Poor",1,33.28
-96.1382389852,30.4711535785,"Fair",2,45.05
-99.5066194771,32.9248510792,"Good",3,41
-102.005053181,35.4511393189,"Poor",1,5.65
-99.9940081302,29.4439072618,"Good",3,47.73
-99.3202098128,31.1318173949,"Fair",2,31.38
-101.3757954,32.2499762217,"Poor",1,10.17
-98.510282692,30.5130384601,"Fair",2,28.77
-97.927355686,30.6544965115,"Good",3,58.98
-96.2871675748,28.8783963497,"Poor",1,24.52
-99.9479225664,31.9512809895,"Poor",1,19.22
-96.5544883247,32.77924102,"Fair",2,34.2
-97.1761233363,33.4829830451,"Good",3,38.62
-95.112183117,31.5160956345,"Poor",1,8.52
-97.3522692759,32.496623905,"Poor",1,11.33
-113.409068626,37.55193806,"Poor",1,37.15
-113.81705718,39.844680278,"Good",3,60.67
-111.154111772,38.1823718065,"Fair",2,56.17
-112.185426968,38.3332583735,"Poor",1,5.57
-110.423116,40.8949358499,"Good",3,66.38
-113.716867173,37.318648621,"Poor",1,40
-111.043714033,39.361637497,"Good",3,65.57
-113.710160626,41.7978289348,"Good",3,59.92
-112.06341141,37.9536831434,"Poor",1,12.43
-111.179864893,40.6622297948,"Fair",2,45.77
-109.208693513,37.223717687,"Good",3,70.12
-110.946701415,39.1334010976,"Poor",1,35.77
-111.141482743,41.5925476181,"Poor",1,17.1
-111.450647503,40.9829547365,"Poor",1,11.85
-112.098593903,37.743062362,"Poor",1,7.7
-109.10163506,39.0897462158,"Good",3,59.95
-109.753464447,38.3528030825,"Poor",1,39.57
-110.405173816,39.3065304993,"Good",3,58.57
-111.217152755,37.6674127949,"Poor",1,36.12
-111.729898151,41.6246018107,"Good",3,59.18
-112.384918958,39.4913338574,"Poor",1,32.53
-109.437071193,37.2750305792,"Good",3,76.08
-110.653699987,40.1311266741,"Fair",2,44
-110.539351,40.8644640025,"Good",3,60.02
-112.033708525,37.5101737071,"Poor",1,34.65
-111.108141937,39.7883033825,"Poor",1,0
-112.21986469,38.4468709109,"Poor",1,26.98
-109.931976268,38.1567028891,"Fair",2,45.8
-113.597025373,37.0769405892,"Poor",1,12.72
-110.142338018,38.8372845057,"Poor",1,23.38
-109.733481051,37.1943959358,"Good",3,77.27
-109.950235092,39.7372326688,"Good",3,67.92
-111.950497641,37.2459527224,"Poor",1,39.15
-110.756723308,38.3709063466,"Poor",1,39.87
-112.094668633,38.1873615532,"Poor",1,30.93
-109.411336201,38.6966570749,"Good",3,78.13
-110.100331599,38.7140287174,"Fair",2,53.37
-110.17310679,39.2106843142,"Good",3,59.38
-113.836988797,41.793176339,"Fair",2,45.18
-109.176670396,40.491446773,"Fair",2,54.55
-112.265108412,38.5167758951,"Poor",1,31.85
-111.765764179,41.1203567488,"Poor",1,29.6
-111.447347353,37.8523188241,"Fair",2,46.07
-109.50484232,38.5446863518,"Poor",1,17.97
-109.594307677,40.7206085216,"Poor",1,26.23
-111.258229177,41.4897782101,"Poor",1,38.15
-112.342614382,37.3642886568,"Poor",1,29.42
-111.028360337,39.9903031384,"Poor",1,35.53
-110.901710574,40.8665385792,"Poor",1,12.18
-79.1586641108,37.8850839744,"Fair",2,39.4
-79.3761113768,38.1773212101,"Good",3,65.43
-78.3575966108,36.9300504825,"Poor",1,17.1
-79.8343045798,36.7816665364,"Poor",1,8.48
-80.3480483759,37.4634708232,"Good",3,68.03
-78.9030259389,37.6333390551,"Good",3,69.6
-77.9892872731,37.7078631384,"Poor",1,21.23
-79.3832683713,37.5090793162,"Good",3,65.97
-77.6395081141,38.2033941519,"Good",3,45.15
-79.0677543281,36.8764524303,"Fair",2,37.97
-80.6811827776,37.3102801445,"Good",3,52.28
-77.9554158376,38.3953274525,"Poor",1,25.47
-78.8714181972,36.7620295251,"Poor",1,22.58
-80.7112596487,36.6135233758,"Fair",2,43.37
-78.900908441,38.3056160784,"Good",3,63.12
-78.7564645823,37.4917635755,"Poor",1,25.47
-80.2994338169,37.0559504756,"Poor",1,22.82
-79.3832051046,37.5932826071,"Poor",1,7.33
-81.0426772244,37.1020521206,"Fair",2,38.33
-77.0240188079,38.1623694717,"Fair",2,46.75
-77.2029267336,36.9304771793,"Good",3,65.75
-79.7594594738,36.5739416963,"Fair",2,35.15
-79.8778403666,38.0456523555,"Good",3,68.33
-77.570999946,38.3481647544,"Good",3,72.85
-78.9549661696,36.5956848707,"Fair",2,32.47
-80.8578305812,37.1594083989,"Good",3,63.83
-79.3535900477,37.1221926894,"Good",3,55.83
-78.310310143,37.5236997471,"Good",3,45.1
-77.7373486203,39.1539426358,"Poor",1,3.05
-82.8210216399,36.6199874039,"Fair",2,39.7
-79.4491147059,37.2395814066,"Poor",1,27.67
-77.5622532679,37.4818805837,"Poor",1,20.53
-79.2531947419,37.0453947104,"Fair",2,34.87
-81.1772838303,36.7721887109,"Fair",2,39.95
-78.2674177671,37.8603016757,"Good",3,58.45
-78.0468826825,36.7842828294,"Poor",1,29.73
-72.4538492883,44.2811593576,"Good",3,61.18
-72.8589783931,44.7831481945,"Good",3,55.03
-72.7110506561,43.946064783,"Good",3,59.27
-72.1363449483,44.8061486985,"Good",3,70.78
-72.9654720869,44.214213333,"Good",3,60.2
-72.5247676307,42.7933701591,"Poor",1,24.17
-72.8253243992,43.9035056444,"Good",3,64.52
-72.7214712796,43.0499890292,"Fair",2,41.97
-72.6763104734,43.792972333,"Good",3,70.02
-72.8717820858,42.9463895426,"Good",3,55.57
-73.1483210128,44.4891328059,"Poor",1,11.77
-72.6277383309,43.4826499081,"Poor",1,38.53
-72.500903144,43.7974871172,"Fair",2,50.55
-73.0153797587,44.4218728959,"Good",3,67.52
-72.9235217239,43.7152425088,"Fair",2,54.25
-72.3397363524,43.6597703145,"Good",3,59.57
-71.5441469951,44.9802415317,"Good",3,56.58
-72.7269363919,44.3182327735,"Good",3,56.2
-72.6997398249,44.9377404862,"Good",3,72.93
-72.2503934803,44.0746997412,"Good",3,59.03
-72.0332478184,44.6293066688,"Good",3,58.55
-72.6098753911,42.9300210653,"Good",3,70.1
-72.8349667885,43.0952044011,"Good",3,58.18
-72.6353933788,43.7641397221,"Good",3,71.62
-118.500286756,48.6693719547,"Good",3,53.63
-121.98999909,46.8962979992,"Good",3,68.73
-121.793886536,46.2088674314,"Good",3,56.88
-120.30670652,47.9344759993,"Good",3,69.95
-120.661074464,47.4628838894,"Good",3,57.53
-121.587295438,46.1317124159,"Poor",1,23.18
-122.721290467,47.0514910696,"Poor",1,14.52
-119.693319521,48.9560789011,"Good",3,66.4
-120.417531429,45.698609989,"Poor",1,2.38
-122.053437941,48.5237348508,"Poor",1,12.43
-120.784250902,46.5270581704,"Good",3,85.53
-118.192478293,46.2761706929,"Good",3,65.98
-122.041435164,46.5377567006,"Fair",2,38.63
-121.427564513,47.7289161895,"Good",3,58.45
-123.386273844,46.8375725033,"Poor",1,17.05
-119.292442336,47.5038301005,"Poor",1,37.35
-121.694596007,47.8435817791,"Poor",1,32.08
-123.392955269,46.22895461,"Poor",1,1.17
-121.720022777,48.6813564962,"Good",3,55.83
-119.570474596,46.2711703019,"Poor",1,41.57
-121.966262172,47.6921176087,"Poor",1,22.95
-120.116715624,48.2525067265,"Good",3,74.88
-117.414108593,46.6559852865,"Poor",1,0
-122.993358507,46.2782151691,"Poor",1,34.48
-117.217191296,47.6798164194,"Poor",1,19.55
-122.809680283,45.9140258994,"Poor",1,0
-121.091125259,46.7993142421,"Good",3,67.35
-120.296423514,48.3849994579,"Good",3,78.25
-123.823603455,47.0672747535,"Poor",1,33.92
-121.076465941,47.4237419691,"Good",3,50.55
-123.827024355,46.5320133306,"Fair",2,49.47
-118.380255575,46.0652537694,"Poor",1,19.62
-123.644482819,47.582857212,"Poor",1,32.68
-117.105025822,47.947466278,"Good",3,64.13
-123.776869297,47.1355023056,"Good",3,61.75
-90.6523853221,44.5514430467,"Poor",1,0.33
-90.9224735887,46.6705090863,"Good",3,47.5
-91.2755136914,45.1172790518,"Poor",1,20.53
-90.0058077033,45.0164638203,"Good",3,39.55
-89.9050603068,43.5621174557,"Fair",2,25.65
-90.7089263665,45.5253435749,"Fair",2,34.08
-88.2783303916,42.9884937859,"Fair",2,30.3
-89.8939418638,42.835851877,"Poor",1,22.12
-88.4474979399,45.5344538856,"Good",3,55.08
-88.6365773357,44.1795931894,"Poor",1,10.38
-88.4449965075,43.4605854207,"Fair",2,29.77
-91.1064293378,44.653126962,"Poor",1,17.22
-91.2325176374,45.6643154028,"Good",3,65.1
-91.94540006,46.6757134979,"Fair",2,26.88
-89.2282686242,45.263481684,"Good",3,41.22
-89.9884113801,44.5303400439,"Fair",2,25.47
-90.7258404516,44.200374176,"Good",3,40.62
-90.9723208337,43.9437752881,"Fair",2,27.63
-89.3085158361,45.7335236947,"Fair",2,36.33
-92.6912868843,44.6867368519,"Poor",1,15.52
-90.0538145443,44.0066981814,"Good",3,44.3
-91.0218122642,43.1432291177,"Good",3,38.47
-90.2163233355,44.2189977629,"Poor",1,12.75
-90.6411818014,42.5313655686,"Good",3,38.22
-89.8245085221,43.2179331316,"Fair",2,23.15
-91.1514003763,44.748170467,"Good",3,45.43
-91.2719286058,43.8274481445,"Good",3,39.72
-88.623943008,45.079596345,"Fair",2,30.3
-90.6297947112,43.5329664283,"Good",3,37.48
-90.7411613681,46.4164229229,"Fair",2,22.97
-91.179723966,45.6659786644,"Good",3,57.97
-90.0328633415,42.6501802867,"Good",3,44.2
-90.7617083737,44.2521811887,"Good",3,51.78
-88.8954222321,42.8968669198,"Poor",1,24.5
-91.9107473214,44.3611278477,"Fair",2,33.88
-89.6542803104,43.564691132,"Poor",1,8.68
-91.5569487692,44.9477637875,"Poor",1,10.48
-87.8571993969,44.8834586456,"Fair",2,28.95
-91.2587533564,43.6672698566,"Good",3,38.98
-89.7291724176,45.3628860465,"Good",3,48.73
-91.9196360988,44.7475637322,"Fair",2,30.65
-90.807008418,42.6591134727,"Good",3,41.15
-90.6885416823,46.6064126982,"Good",3,39.97
-89.1683125627,43.8234414602,"Fair",2,26.92
-87.9824933227,45.4962569537,"Good",3,77.35
-90.4936623589,44.9102852012,"Good",3,52.48
-90.991345618,42.9761120918,"Fair",2,30.28
-89.249096333,43.4553493548,"Poor",1,0
-92.4950166078,45.2691919342,"Fair",2,27.9
-91.241949392,43.9670049261,"Fair",2,35.5
-90.8479178298,44.8774032701,"Poor",1,19.92
-92.0705778049,45.6802117807,"Good",3,53.75
-91.265335838,46.7886303796,"Good",3,56.13
-89.6478520423,45.225493212,"Good",3,54.55
-89.1275056802,45.0197262785,"Good",3,47.58
-91.5527614016,45.6245863665,"Poor",1,22.32
-80.8620385411,37.9975250157,"Poor",1,15.65
-80.9407227665,38.7521865606,"Fair",2,42.7
-78.6645971003,39.2443180348,"Good",3,61.45
-80.1822413925,39.5573766827,"Good",3,45.18
-82.0336111571,37.5413611926,"Fair",2,34
-81.3443372841,39.1314280407,"Poor",1,18.25
-80.8945234412,38.5880857266,"Fair",2,39.98
-82.2241461137,38.3571115304,"Poor",1,23.05
-80.485934976,38.5357635077,"Good",3,57.97
-81.5852680142,38.3299179883,"Poor",1,14.22
-82.1004110607,38.8170949415,"Poor",1,0
-78.4383665692,39.3989782992,"Good",3,83.77
-80.04873003,38.209660105,"Good",3,61.97
-82.4488340357,38.2701289511,"Poor",1,30.42
-78.3635268415,39.4720044514,"Fair",2,38.87
-81.152842339,39.2105799232,"Poor",1,28.17
-80.8802240655,39.4783037935,"Poor",1,30.48
-80.8918858131,38.8039368128,"Fair",2,34.43
-82.2787768694,38.4693602152,"Poor",1,30.03
-79.9874665129,39.6484253485,"Poor",1,0
-81.28849729,37.577871178,"Good",3,63.57
-81.7807481372,38.4540598491,"Poor",1,1.68
-78.8117521372,39.2768083637,"Good",3,55.6
-80.5944262015,37.7300993781,"Good",3,45.6
-82.1568337429,37.6003421406,"Poor",1,29.75
-78.2942168088,39.6125538371,"Good",3,50.33
-82.1248573833,38.2768636262,"Fair",2,32.43
-110.746602172,41.6526770852,"Poor",1,19.5
-105.159838173,44.1022989431,"Poor",1,33.87
-106.938932045,44.3032195504,"Poor",1,8.33
-109.180596062,42.8731439958,"Good",3,54.47
-106.339994931,43.6825046607,"Poor",1,31.38
-106.313482585,41.652786172,"Good",3,70.83
-108.850017772,43.5397355488,"Poor",1,20.83
-110.909852426,43.8589170878,"Fair",2,40.23
-104.628047102,42.1097981417,"Poor",1,19.98
-108.35461384,44.9912735947,"Fair",2,56.03
-106.102732139,44.7330735247,"Fair",2,47.82
-108.827409791,41.0154406746,"Fair",2,43.47
-106.185853819,42.8520181403,"Fair",2,47.87
-109.148761199,41.5962520726,"Poor",1,19.05
-109.383026912,44.4789670991,"Good",3,64.85
-106.285976148,43.4140229433,"Poor",1,3.88
-107.044757892,44.8182593345,"Good",3,68.1
-105.301711131,44.6254198935,"Poor",1,24.52
-110.535051695,42.0506416944,"Poor",1,27.93
-107.900914262,44.2644504756,"Good",3,75.18
-104.295688526,43.3495651207,"Poor",1,25.73
-107.227604292,41.3821501361,"Poor",1,10.97
-104.834503006,43.2950361856,"Fair",2,45.05
-106.338258012,44.6958410169,"Good",3,81.63
-106.171427702,43.9656081697,"Fair",2,45.17
-106.366789305,42.8288369869,"Good",3,67.78
-110.000730254,41.9662138213,"Fair",2,46.78
-106.91201577,44.1583904136,"Poor",1,28.72
-104.677314055,44.3868501927,"Poor",1,4.9
-104.985188413,42.1149392761,"Good",3,60.73
-110.689021287,42.8129911209,"Fair",2,40.32
-108.433377823,44.5077105854,"Poor",1,36.52
-104.101011064,43.530700429,"Fair",2,47.18
-106.937844403,41.6383835623,"Poor",1,25.37
-106.148000548,44.8019071825,"Good",3,67.07
-105.675610168,41.0326978641,"Good",3,69.13
-110.03317785,42.8758091926,"Good",3,64.28
-105.436703574,43.9440202199,"Poor",1,36.68
-106.071487281,42.1329129105,"Fair",2,49.28
-109.116393778,42.5468946038,"Good",3,77.63
-104.841371589,43.5166270309,"Poor",1,29.58
-106.660634239,43.4924758606,"Fair",2,44
-104.192854141,43.602963008,"Poor",1,35.17
-109.933649751,42.5624627527,"Fair",2,56.37
-104.955461256,44.749782745,"Poor",1,39.25
-105.389014824,42.6889814862,"Good",3,68.78
-105.97359629,42.7684608383,"Good",3,89.02
-106.6561183,44.0317661727,"Fair",2,47.35
-109.907872772,43.6547366162,"Fair",2,38.5
-109.663512348,44.529104881,"Fair",2,44.43
-107.374466888,44.5073147031,"Poor",1,17.83
-104.930749938,44.5909228982,"Poor",1,31.72
-110.461718784,42.1843253451,"Poor",1,10.92
